,favorite_count,followers_count,friends_count,full_text,retweet_count,length
26,0,40,329,I reviewed United Coffee House Rewind and rated it 5/5 on @ZomatoIN #LoveFood https://t.co/fE99LMFQ8f,0,101
27,1,52,82,@SwiggyCares had very bad exp today... I ordered jain food.. they gave me non jain food.... Also didn't replace me or refund me.... Closed conversation in middle while talking... Worst service. @ZomatoIN  has bttr service at least they alws serves us food which i order,0,269
29,0,4,44,@zomatocare @Zomato You people are cheated and looted my money,0,62
31,0,4,44,@zomatocare @Zomato Ok,0,22
32,0,4,44,@zomatocare @Zomato It's enough for u people,0,44
34,0,4,44,"@zomatocare @Zomato My order detail DELIVERED BY ZOMATO
User's address:
Rose Milk
1 x ₹ 50 ₹ 50
Kesar Badam Milk
1 x ₹ 84 ₹ 84
Vegetable Fried Rice
1 x ₹ 190 ₹ 190
Sambar Idly [2 Pieces]
1 x ₹ 55 ₹ 55
Subtotal ₹ 379
Restaurant Promo ₹ 56.85
Promo - (60% OFF up to ₹150) ₹ -150",0,276
35,0,4,44,@zomatocare @Zomato My mob no 6379152282,0,40
37,0,8,12,@ZomatoIN #ZomatoPiggybank Spend more! Earn more! 🐷🐖🐽💸💰 https://t.co/IvO6UIrNsq,0,79
40,0,4,103,@zomatocare @ZomatoIN @Zomato Sure,0,34
42,0,4,103,"@ZomatoIN @Zomato
ORDER: 1117736332'. When i contacted delivery boy he told me to cancel the order.Then, the chat support didn't reply for 10 mins. Zomato is very unprofessional in this matter. Order wasn't delivered but it was shown as delivered. 
I Didnt expect this from Zomato https://t.co/wJzgXjmois",0,304
43,0,106,471,"@arjun_singh1891 @deepigoyal @ZomatoIN @pankajchaddah And neither can you complaint about the restaurant while you are at their place, they would have simply asked us to leave and we were damn hungry and couldn't waste time trying to find a new place..",0,252
44,0,310,999,"@ZomatoIN Psst....well played guys😎
#ZomatoPiggybank https://t.co/kCji9QOGBL https://t.co/wp5LCnRqWo",0,100
46,0,106,471,"@arjun_singh1891 @deepigoyal @ZomatoIN @pankajchaddah I texted the customer support and they said, they can help only if I reach out to them in real time..
The issue is when you go out with friends you can't leave the table just because you aren't going to get discount..",0,271
47,2,17,33,"@ZomatoIN @swiggy_in @SwiggyCares &amp; other food delivery apps. I'm not ordering ever from your apps. Routinely observe your bikers openly flouting traffic norms in Mumbai. Rash driving, wrong side driving, etc. endangering lives and spoiling road discipline.",2,261
48,0,2,47,"@zomatocare @Zomato @ZomatoIN Never Received a call since then, please call me tomorrow afternoon!",0,98
49,0,17,33,"@MumbaiPolice @Dev_Fadnavis @MumbaiPolice 3-4 months but no action yet. Still rampant illegal parking, wrong side driving, menace of @swiggy_in @ZomatoIN 2-wheelers rash driving. Haven't seen a single car parked below the skywalk being towed away. Is this legal?? Vile Parle Station Road.",0,288
53,0,129,190,@zomatocare @Zomato @ZomatoIN Sent a DM for the order ID.,0,57
56,0,129,190,Dear @Zomato @ZomatoIN overwhelmed by your service today; 90 minutes no delivery and its marked delivered on the app. You were too happy to initiate refund at the first chance rather trying to solve the issue! Thanks for the great service!,0,239
58,0,9,86,@zomatocare @Zomato this is tbe 3rd time i am sending you my phone no registered no is 9999423205 and call me at 9310693295,0,123
59,0,20,61,"@zomatocare @Zomato The complaint has been resolved.Thanks to @Zomato 
Thank you guys",0,85
60,0,133,123,"Dear @Zomato, this marketing campaign is truly hilarious. The one behind this idea, definitely needs a intermittent raise. 
My other point is, Will i get a discount on your Gold Membership? 😛
@zomatocare @ZomatoIN @deepigoyal https://t.co/h3svRTMYZr",0,249
61,0,793,646,@ZomatoIN Here's mine! @ZomatoIN  #ZomatoPiggybank https://t.co/wCBhpZxydM,0,74
62,0,11,8,@Dhawan13137 @zomatocare @Zomato @ZomatoIN They won't. You can carry on. Good luck.,0,83
64,0,8,262,"@zomatocare @Zomato Received a call from your social support team, hope to see a resolution soon !",0,98
66,0,127,633,@zomatocare I want not only a refund but a complimentary dish too to compensate for this ordeal. Since this pathetic burnt dish is making us vomit.,0,147
67,0,127,633,"@zomatocare Hey zomato. Does this really looks like an order to you. Burnt tandoori. Really!!.

Shame on  you guys to make a mockery of our emotions and time. Thank you for teaching me valuable lesson to not order any food from your app in the future. Will tell my familyand friends also https://t.co/atJBm6ngJy",0,311
68,0,51,168,I reviewed C D'Souza and rated it 1/5 on @ZomatoIN #LoveFood https://t.co/NC2APcNpx6,0,84
69,0,127,633,"@ZomatoIN 
Hey zomato. Listen, just a small favour from your side. If you can't deliver onnthe promised time then don't fucking deliver the bloody order. Its been an hour and i am still waiting for my food to deliver which was supposed to deliver in 30 mins. But hey, guess what",0,278
70,0,386,840,@zomatocare @ZomatoIN Sorry I sent my details umpteen times to all Jack and Harry of Zomato! If U really care about your image and me they Lol ! find out from your DM pages.,0,173
72,0,59,87,"@berges @zomatocare Hi Berges, we can certainly get this checked for you. Please DM me your contact details and our team will reach out to you soon.",0,148
73,2,63,47,I reviewed Yo! Chow and rated it 4/5 on @ZomatoIN #LoveFood https://t.co/MbJa7JlsdW,0,83
75,1,1173,730,"Between Swiggy, UberEats &amp; @Zomato, I think @ZomatoIN is the worst! Pathetic service!!",0,90
76,0,19,30,@zomatocare my order was supposed to be deliver at 10.10 from @KFC_India but i recieved at 10.45 by this https://t.co/dOfG0NIFKO,0,128
77,0,20,61,@zomatocare @Zomato both order ids are attached https://t.co/XKTboxbHgZ,0,71
78,0,16,54,@zomatocare @ZomatoIN I sent you my number DM,0,45
79,0,432,320,@zomatocare 8427928298 prabhatattrey@gmail.com 😕,0,48
80,0,432,320,@zomatocare why am I not able to use my card? Why you guys playin' bro? 😖,0,73
81,0,8,262,"@zomatocare @Zomato I want the resolution to be tracked on a social platform, such that nation will know about the resolution that you're providing.. 

My ID:  parthasaradhi_1234@yahoo.co.in
Review against BNB GRILL - OMR FOOD STREET, NAVALLUR CHENNAI",0,251
82,0,19,30,@zomatocare can u please tell hw late do you deliver your order,0,63
83,0,6686,4021,@zomatocare @ZomatoUAE @Zomato @ZomatoUK @ZomatoSA @ZomatoQA @ZomatoLB @ZomatoIE Oh and look a whole day has passed and not even a thank you for my details... #ZomatoFail https://t.co/qQNxWKIW0u,0,194
85,0,87,406,"@ZomatoIN https://t.co/yRmKUvGRjx
Is there any prize for this?",0,62
86,0,2,5,@zomatocare @ZomatoUAE Still waitinggg,0,38
87,0,166,43,"@ZomatoIN is a risky, non trustworthy, lying organization which thinks itself smarter but the fact is far from their belief. 
Everyday is a new story. Without supplying delivery guys to the restaurants, they put the blame on restaurant owners. &amp; customers r always on losing end! https://t.co/XyoeHV5DXo",0,307
88,0,684,187,I reviewed Night Food Hamlet and rated it 1/5 on @ZomatoIN #LoveFood https://t.co/zS66MRoX4P,0,92
89,0,329,610,@zomatocare @Zomato @ZomatoIN Issue resolved. Thanks.,0,53
90,0,23,209,@zomatocare @ZomatoIN what does “NO” mean ??,0,44
96,0,23,209,@ZomatoIN @zomatocare Can you please justify what kind of fake discount this is... really annoyed with the services ... had to order from some other food delivery app. https://t.co/SLoUQyhNj5,0,191
97,0,15412,1136,@ZomatoIN Here you go. #ZomatoPiggybank https://t.co/SxOinORFnF,0,63
99,0,166,43,"@zomatocare @Zomato @foodpandaIndia @swiggy_in @zomatocare your deliveries are really pathetic. Everyday a new issue. Except for minting money, learn to do the job right too! https://t.co/BYqIedYqYm",0,198
1,0,62,250,@Zomato @zomatocare @ZomatoIN @deepigoyal @IPL If possible do let me know how to delete my Zomato account and sorry to say but you lost your regular customer and soon will keep loosing many if service is provided this way https://t.co/9O3yayStw6,0,245
2,0,62,250,@zomatocare @Zomato @ZomatoIN @deepigoyal @IPL Zomato it's sad that you don't even care for a customer who orders almost daily his dinner from your website and if he does not get a good food sometimes that also you people deny to help it feels bad to be your regular customer,0,275
3,0,5,3,@deepigoyal @zomatocare Can't believe it. Happening second time again in 3 days. Order ID 1389613292. @Paytm @Google Please feel free to highlight this post when @deepigoyal get in fight with you next time.,0,206
7,1,9,194,This is the worst reply by Zomato executive. my order was misplaced i was chatting in zomato and i got this answer. finally i am. moving #sweegy order ID - 1291178340 @Zomato @ZomatoIN @zomatocare @ZomatoUS @ZomatoUAE https://t.co/MiW2ww6b2A,1,241
8,0,1,19,@zomatocare I should get my money immediately. Worst customer service in zomato. Other food apps are having nice customer support. No customer care toll free number or any number in zomato,0,188
11,0,1,19,"@zomatocare Still, I am in chat with zomato executive, please find order number attached below. 72 hours crossed still I didn't not get refund. https://t.co/roSi3woyF7",0,167
12,0,9,16,"@ZomatoIN 

You really need to work upon behaviour of Dilevery partners 
Order ID 

1561871607

He said 

Jao company me complain kar do
Mai to  aise hi bat karta hu

I have not received my food and he marked this order as delivered 

He was such a rude person I talked",0,269
13,0,5,20,@ZomatoIN order ID 1585514532. This is want happens when you order food from Zomato at late night... The food into garbage.. because the food is staled. Refund my money https://t.co/Mohnykb5rP,0,192
14,0,34,33,"Hey @ZomatoIN ! Ordered food at 10:50 PM and the DA calls me at 1:30 AM. Is this how u cater to ur hungry customers?? Thank you for letting me starve tonight and also not returning my money! Also, @zomatocare doesn't seem to really care.",1,237
15,0,22,147,https://t.co/K9PgA2bP2k - Stop supporting anti-LGBTQ Restaurants @ZomatoIN @deepigoyal @zomatocare - Sign the Petition! https://t.co/aEbAqWABhu via @ChangeOrg_India,0,164
17,0,4,35,"@zomatocare These 2 are the transaction details. Do u need my aadhaar, PAN, Ration card or even my milk card no?? 

@deepigoyal Unless i tag you, they don't respond. Hence adding you every time. https://t.co/nPcFlTHfhy",0,218
19,0,62,15,"@zomatocare I order 1 hour ago and see
Still preparing food?? https://t.co/7rahWMs9xv",0,85
22,0,9,13,"@zomatocare @Zomato @ZomatoIN Dear zomato, please.cancel my order. I have used zomato like 500 times before but never once again.",0,129
23,0,40,138,"Due to pathetic service of. @ZomatoIN, I have nothing to eat for my dinner..",0,76
24,0,40,138,"@zomatocare @ZomatoIN 3 hours back I ordered my food. App is showing delivered. Restaurant guy called me and told he is unable to deliver.
Your chat system is useless, also no one is responding in customer care no.
Pathetic service by @Zomato
@deepigoyal https://t.co/PylFWcFd1F",0,278
27,0,16,147,"@myntra @zomatocare @Zomato 1 gives me free gold membership for redeeming insider points &amp; other does not let me activate the same. What is going on here. Also, neither of the cc is able to help. Why run fraudulent schemes? #fraud",0,234
29,0,9,13,@zomatocare @ZomatoIN Still checking my order sir ?,0,51
31,0,62,15,"@ZomatoIN Why are you Guys doing this again😫
Its clearly mentioned the vallet has picked up order. Past 1 hour i was waiting, when i called him now he said order is cancelled. Same problem was just happened 2 days before with me.
Guys please improve your Services 🙏🏻
@zomatocare https://t.co/098hnKFNCy",2,302
33,0,3960,4676,"@pa1_tweets @swiggy_in @ZomatoIN Same here, I order mostly shwarama which is rolled directly in paper 😎 only the other cover is the issue",0,137
34,9,2032,325,"Hey @ZomatoIN ,
I had predicted RCB will win this match, since that match got cancelled and RCB got 1 point, Do I get 15% cash back instead of 30%?
😝😝😝",0,151
35,0,34,12,@ZomatoIN @Zomato @zomatocare Still i haven't received any update or comments on my complaint.. you guys ruined my dinner .. is this how you treat your regular customer??? Highly disappointed,0,191
36,0,3500,745,"@NehaManocha7 @ZomatoIN Thank you, Neha!",0,40
37,0,3500,745,@KishenManocha6 @ZomatoIN Thank you :),0,38
38,1,3500,745,@mehtamadonna @ZomatoIN Thanks Gunjan :),0,40
39,0,3960,4676,"@pa1_tweets Yes, true @swiggy_in and @ZomatoIN should go completely dabha valla style, I think they are figuring return/cleaning/delivery options",0,145
40,0,0,2,"@zomatocare till now know contact from zomato team.
very worst service 
@ZomatoIN @zomatocare 
#UninstallZomato",0,111
41,0,17,19,"@zomatocare This is the order id
Which i already previously shared u guys..nd u didn't provided me any resolution yet..jusy doing time pass wd me.. worst app.worst customer support @deepigoyal https://t.co/bTE7CdRbVQ",1,216
42,0,102,141,@_rahulc_ @zomatocare @Zomato @swiggy_in Next time brother :),0,61
43,0,771,1001,@ZomatoIN @deepigoyal Ask your customer service guy to check messages and first deliver basic service. This is dissapointing,0,124
44,0,25,64,"@zomatocare Restaurant called and told me due to bad weather they are cancelling, and that zomato will be refunding,  next thing I know it was marked delivered. https://t.co/jKPKQ0mxUD",0,184
45,0,5,31,@zomatocare Fraudsters!!!!! Have you even checked?,0,50
48,0,12,219,@zomatocare @ZomatoIN Please stop your team from getting biased! Finally you ll require customers more than your delivery boys!! Have seen a first service sector company ignoring customer complain &amp; issue on the other hand supporting deliverly boy for the mistake made!!,0,274
49,0,771,1001,@ZomatoIN @zomatocare Check your message and give me an answer to the pathetic service of yours?,0,96
50,0,4,35,@zomatocare You keep asking one after the other. My no is 9159591991,0,68
51,0,771,1001,@iiMendi @zomatocare @ZomatoIN Check your message and give me an answer to the pathetic service of yours?,0,105
52,0,771,1001,@Zomato @zomatocare Check your message and give me an answer to the pathetic service of yours?,0,94
53,0,771,1001,@zomatocare Check your message and give me an answer to the pathetic service of yours?,0,86
54,0,771,1001,@zomatocare Check your message and give me an answer to the pathetic service of yours?,0,86
57,0,9,13,@zomatocare Im tired. No response from both restaurant and zomato.,0,66
58,0,30,74,"@ZomatoIN 

I need answer for this.
Is zomato policy says like this? 
If the delivery was taken care by restaurant. Irrespective of customer received the order or not, after 2 hours order will be marked as delivered.
Find the chat screenshots attached with your agent n answer https://t.co/Bza2HYHsZ6",0,300
59,0,34,12,@ZomatoIN Dear zomato are you really concern about your customers??  I have ordered item but instead i have received another .. contacted your support but didn't got any reply.. https://t.co/NVIz1QwvZF,0,201
60,0,16,145,"@zomatocare It sorted just now, 3 hours later. I got my refund. Still, thanks for the refund. I hope to not face a similar problem again.",0,137
61,0,5,28,@zomatocare @Im_AA @zomatocare do you guys have any issues with me. Why are u not replying to me I have been waiting for more than hour now just saying sorry won't help,0,168
62,0,8,144,@zomatocare what about those who predicted in today's match of ZPL..match is abondoned,0,86
63,0,2424,4456,"@zomatocare PLEASE HELP ME WITH MY ORDER - 1222441364
I have been getting the same automatic response from the zomato customer care in the app. It's been 4 hours. I'm tired and starving but please kindly look into the matter and refund my money. Enough is enough. Just check dm",0,277
64,0,7,103,"@Zomato @ZomatoIN @zomatocare 

Worst service award to you. Order# 1596922976 was delivered wrong. I guess your delivery boy had a feast on our order. Please have someone call me.
This is an ESCALATION !!!",0,205
66,0,9,13,@ZomatoIN @Zomato @zomatocare #1050186191      hapened to my order? Im very hungry. 🙁,0,85
68,0,54,49,"@ZomatoIN thank you for ruining our dinner. Thanks Zomato l, you'll be remembered for this life. https://t.co/LybCkQxfPO",0,120
69,2,0,0,@SachinT24907684 @ZomatoIN This is the same in my case chatbots are used in the name of zomato customer care issues won't be resolved,0,133
70,0,190,2017,"Most of restaurants(Not all) in Zomato are delivering non fresh,before cooked food to zomato users,knowing the fact that zomato takes no any action on them,even after complaining in app,social media's.. #Zomato #India @zomatocare @ZomatoIN",0,239
71,0,190,549,"Ordered food online and was served leftovers. Reached out to support where I get a reply after a 15 min wait requesting few more mins. 10 minutes later, I get a reply 'stay connected'.  Been 35 mins now. 

Excellent support @ZomatoIN  @zomatocare 
#thankyouzomato",0,263
73,0,223,180,@zomatocare 1086787619 is the order ID.  Let's see how you resolve this.,0,72
74,0,5,28,@zomatocare How long do u need to reply?,0,40
75,0,4,42,@zomatocare See still showing the same https://t.co/Wsr2W4g7pj,0,62
76,0,17,19,"@zomatocare @ZomatoIN @Zomato fake company, doing fraud wd their customers on the name of food delivery.provided mw the wrong item.nd i have sufficient proof to prove it.rather they dint take any action after tweeting to social media. Mr. Bobby didn't gave resolution.@deepigoyal",0,279
77,0,46,203,"@zomatocare , @Zomato @ZomatoIN can you look into above, app showing order has been delivered but I haven't received anything.",0,126
79,2,10,83,"@kartheekm39 @ZomatoIN Even I had faced similar problem once 
But , these no proper response from @ZomatoIN",0,107
82,0,46,203,"@zomatocare In your app it is showing  that order has been delivered, but after 3.5 hours I am still waiting",0,108
85,0,5,28,@zomatocare @SohamAmbekar @ZomatoIN Can u guys reply me as well been waiting for past half an hour https://t.co/VXOdlSadw6,0,122
86,0,5,28,@zomatocare @Zomato @ZomatoIN been waiting for u guys to reply u have tested my patience https://t.co/oWQO1wsiUc,0,112
88,0,157,255,"@zomatocare It's not about a past order, I'm not getting the option of choosing COD as payment option, even without a promo code for my orders now.",0,147
89,0,5,28,@zomatocare waiting for you to reply for last 30 mins. Do u guys even bother to reply. https://t.co/RI6ZfQNHVs,0,110
92,0,5,28,@zomatocare u guys testing my patience now,0,42
93,1,128,286,What are your thoughts on this? @ZomatoIN @zomatocare @UberEats https://t.co/0kH8GYNoyR,0,87
94,0,37,101,I reviewed TGI Fridays and rated it 4/5 on @ZomatoIN #LoveFood https://t.co/O5V3q08fwh,0,86
97,0,5,28,@zomatocare are u guys even there on chat or on twitter I have been waiting for past 15 mins for your revert on chat and on twitter,0,131
98,0,17,19,@zomatocare How much time u guys will take to check it nd resolve my issue.. never expected this Kind of experience nd services from such a big company..u guys are loosing ur customers day by day..nd one day all market will capture by @swiggy_in,0,245
99,0,1,47,@zomatocare as expected no reply. Shitty service,0,48
2,0,20,7,@zomatocare While you are at it check your dm as well . . Have explained it to you all thr . . Infact one of your cust exec even responded but then left me hanging abrupt with any reply,0,185
3,1,10,97,"A Maha-Ghatbandhan between @ZomatoIN and @swiggy_in . 
I don't understand who would benefit more from the spillage of contents of this cup, but certainly I was at loss. 
When u pay for full, get less than half. 
Comment @swiggy_in ? https://t.co/xkXkxR7ziJ",0,256
4,0,20,7,@zomatocare @ZomatoIN  how difficult it is to follow up . Call or at least reply on chats . What is the use of customer care if  you don't actually care for them . No body literally no body cares to call back . Cleraly Customer satisfaction is not the priority here,0,265
5,0,20,7,@zomatocare @ZomatoIN I hav tried approaching u guys by all means of communication.i did not accept the order after it was late by 40 mints n was hoping 2 get my money back.If not money then at least a follow up by customer care. Orderno 1063693262,0,248
6,0,17,68,This details you require. I had ordered from a good Brand @zomatocare @BarbequeNation but not received my food as like road side. Cheap quality and best part was chilled food was arranged after 1 hour of my order and I was just 1 km away from restaurant. It's ridiculous. https://t.co/VCevsNSR3E https://t.co/PM2TMVtmWR,0,319
8,0,22,146,"@ZomatoIN @zomatocare 
Enhancement request

Many times at night, I face difficulty in finding the restaurants, which are currently open for accepting orders.
As of now there is no option to filter the list with something like ""Currently Open"".

Kindly add this feature in the app. https://t.co/RHpY2tUDV1",0,304
9,0,26,25,"@zomatocare 1223667831.

Your team confirmed money will be paid back in 24 hours but still nothing redeemed.",0,108
11,0,24,22,"@zomatocare @kush_rajgor They are not going to help you. 
#zomatodoesntcare",0,75
14,0,8,93,@zomatocare He told me I'm blocked from zomato,0,46
15,0,8,93,"@zomatocare 1059517157.
I sincerely request you to go through the chat of your agent. I have also messaged your CEO on the racial abuse. And I'm putting this up on every social media platforms. FYI  if your restraunt partner makes same mistake again and again not my problem but I will report",0,292
17,0,4953,347,@zomatocare It says the order is delivered but it wasn't delivered to me. So who's this person who got the order,0,112
18,0,1,40,@zomatocare Now you guys don't have any answer,0,46
21,0,7,32,@zomatocare I gave the top most rating. Also I would encourage Zomato to boost up delivery guy spirit,0,101
22,2,29,243,@tea_garette @swiggy_in @zomatocare @SwiggyCares Swiggy is best..Dont blame it worst for just one bad experience there must be a reason ..swiggy overall works great,0,164
23,0,47,903,And this what you call customer service @Zomato @ZomatoIN @zomatocare https://t.co/DSuGyBhNun,0,93
28,0,48,251,@zomatocare @Harish_goutham @SwiggyCares oh wow zomato and swiggy!!! You both guys have similar standard messages when people raise a concern.. “This is not the way we want to function!! 🤔😂😂😂” @IPS_TEJA look at this 😀😀,0,218
29,0,34,133,@ZomatoIN Order number 1258466365 placed some time back. No confirmation on order but money got deducted. Kindly assist,0,119
30,2,7,32,@Zomato @ZomatoIN great level of service provided by the delivery guy named as Rohit. I requested Rohit to deliver my order(Sehrimeal)inside the railway station near my berth As the train was about to depart anytime and he delivered happily without showing any concern at midnight https://t.co/vN0Kn020cE,0,304
31,1,4953,347,"@zomatocare WHERE IS MY ORDER! I order with the trust you guys deliver at 1 am in the night. Money cut, food not delivered and your delivery boy doesnt respond. He's kept the pizza to himself. Cheats.",0,200
32,0,9,52,@zomatocare How many time it will take????,0,42
33,0,4953,347,@zomatocare My order number 1186081498 was not delivered to me. Delivery boy isnt picking phone and app says order was delivered. Please revert asap. I have been waiting for my order.,0,183
37,2,120,1605,"@zomatocare ..
Plese take this not.. above mentioned..",1,54
39,3,120,1605,"@ZomatoIN you have deducted the money but order isn't complete.
Your customer support service is very worst, no one is responding on my complaint.
Here is the payment and order details..
Please refund my money. https://t.co/GOX0cPCI32",1,234
40,1,3,67,"#Worst service of @swiggy_in . Their delivery guy doesn't even know how to reach an address. @zomatocare you are the best. And for @SwiggyCares you still have a chance.
#badswiggy #goodzomato #delivery #CustomerService #CustomerExperience #",0,240
41,0,9,52,@zomatocare Do it fast i was hungry,0,35
43,0,47,903,Waiting for a response @dominos_india @Zomato @ZomatoIN @dominos ? https://t.co/Lxt5Xq8yWX,0,90
44,0,39,57,"@zomatocare And here it is they are calling me at 1:27 AM

@deepigoyal https://t.co/3NqUgicybC",0,94
45,0,1,0,@zomatocare I direct messaged you my contact no.,0,48
49,2,310,1983,Ordered from @swiggy_in. Came with @ZomatoIN's tape. https://t.co/JI4qZBdXYL,1,76
50,2,51,85,@zomatocare @ZomatoIN Just STFU! Don't blame those restaurants for the bug from your good for nothing mobile app developers. Here's a screenshot from another restaurant in Whitefield Bangalore https://t.co/lBsPtyuAyI,0,216
51,2,193,566,@zomatocare @mayank_shaan Bhai safe to ka hoga door thode ho bheja videsh yr,0,76
52,1,4,45,"@zomatocare
Fake email id provided by your executive- order@zomato.com
I  placed an from Zomato at 10:45pm pm, and order was expected to delivered by 11:35 pm, 17th may 2019, from Roomali Garh,but it was delivered to me by 2 a.m and the food was cold and packing seal was broken. https://t.co/ENYWFU0wtb",0,303
55,0,4,36,@Zomato @ZomatoIN one of the worst experience ever! They tries to cheat consumers. If I cancel a order there’s nothing call refund of payment it seems! #cheaters #frauds,0,169
56,0,62,207,"@Zomato @zomatocare @ZomatoIN  the same poor service is repeated ed by you all the time , all the delivery apps ate pretty much like fake, took like 90 minutes to reply and yhen gone in 8 mins to be precise https://t.co/QQlMqPX8mX",0,230
57,0,1898,3906,@zomatocare 12 mins no reply on chat. Phone number of restaurant is unanswered. What choice do I have now? https://t.co/yTKHETQoJO,0,130
58,1,1,12,"@zomatocare Chat wait time : 1 minute
Nd didn't replied from last 35 mins..
Ur customer support executives sleep during work.. https://t.co/2ksi6duAQW",0,150
59,0,114,289,@zomatocare @Zomato @ZomatoIN this is really horrible. I have received chicken pieces in my vegetarian salad. Your customer care ain't responding. Very disrespectful 😠 https://t.co/NCi5E2hNr1,0,191
67,0,1,10,Zomato HandWash. New Product. @ZomatoIN @zomatocare @Zomato @TwitterIndia https://t.co/NWPfXEh4ug,0,97
68,0,47,903,Excuse me? @Zomato @zomatocare @ZomatoIN @dominos_india ? https://t.co/H8fTP5Vclw,0,81
72,0,1,5,"@zomatocare Order Id is 1530581274.
My order was declined for two consecutive days from the same restaurant. First day it was bcz restaurant was closed and second day bcz no one is there to deliver. I mean are you kidding me?
Close your shop if you cannot handle this business. https://t.co/KLd4rSzU6t",0,301
73,0,10,57,"@Zomato @ZomatoIN if anyone wants to have a disappointing night please order food from zomato. Trust me you wud hv nvr had such beautiful disappointing and frustrating moment after paying the money in advance, online. Zomato has started serving stress now.Thank you. @zomatocare",0,278
75,0,1,12,"@zomatocare Zomato never reply in Zomato chat section..

Order id : 1653525911 https://t.co/medztfMeaD",0,102
76,0,10,57,"@Zomato @ZomatoIN @zomatocare I have ordered food from zomato, after 2 hours I got shit instead. Didn’t know that zomato started supplying food in this beautiful way. I was supposed to receive my order within 50 m and I got it after 2 hrs, that too decorated and presentable https://t.co/HzrCUQllup",0,298
77,0,47,903,Are you telling me I have to make peace with this? @Zomato @Zomato @ZomatoIN @dominos_india ? https://t.co/dp7QUY6CGo,0,117
78,0,12,146,"@Zomato @zomatocare @ZomatoIN Help me out here.. have been trying to call the restaurant, no ones answering. The chat support is also not responding.
#Zomato #foodreview https://t.co/qvTHtkbY3U",0,193
80,0,28,179,"Bobby Tahiliani from @zomatocare spoke and said, can't help much on this issue.. sorry and take your refund for keeping you hungry.. we were facing technical glitches and thus fucked up. https://t.co/l0ChHI29OT",0,210
82,0,17,25,@zomatocare @ZomatoIN Uninstalling the app right away. U wasted a lot of my time trying to track this and trying to contact the customer care,0,141
84,0,17,25,@zomatocare @ZomatoIN 1423447922. Sheer waste of time,0,53
85,0,41,123,Dear @ZomatoIN @zomatocare @Zomato why so much of time in replying? Is this how you treat your valuable customers? I've been waiting for last 18mims yet no reply from your customer care. https://t.co/XT4doFaBvt,0,210
86,8,17,46,"Bhai delivery partner to chodo, hum kaise khaein ise ? @Zomato @zomatocare https://t.co/1OkdnUi2uk",0,98
87,0,47,903,Are you serious @Zomato @zomatocare @ZomatoIN @dominos_india ? https://t.co/SmlNp0p2ei,0,86
89,0,1,22,I reviewed Smoke House Deli and rated it 5/5 on @ZomatoIN #LoveFood https://t.co/4ujh7DKjXf,0,91
91,0,21,84,@ZomatoIN what is wrong with your customer support team??? https://t.co/i11hTpJr4p,0,82
92,0,1,2,@zomatocare I had already shared it with you. Please refund my money.. i dont want any service from your compsny,0,112
93,0,1,22,I reviewed Burger Art and rated it 5/5 on @ZomatoIN #LoveFood https://t.co/MRAFb9hzyi,0,85
94,0,877,503,Been over 30 mins... No reply wtf @zomatocare @Zomato https://t.co/bniSymJFeB,0,77
96,0,1,22,I reviewed Dosa Plaza and rated it 5/5 on @ZomatoIN #LoveFood https://t.co/v7hLslo4qR,0,85
97,1,8,76,"@Zomato @zomatocare ..I think you are improving your services day by day. Got bad food, bad Valet and bad support service. https://t.co/B1gOIMJqeU",0,146
8,0,94,494,"@zomatocare this is what happens when you order from zomato @deepigoyal, go for @swiggy_in @foodpandaIndia or @UberEats_IND instead #zomato absolutely shit who dont have any customer service ethics, leave people without a solution, your mon ey will be refunded in 4-5 business day https://t.co/rjtqKVLN27",1,304
9,0,94,494,@zomatocare chor zomato,1,23
10,0,94,494,"@zomatocare Hello theives, return my money now #shitcustomercare #zomatosucks #zomatothieves #zomatotoamato chor ki aulaaad https://t.co/0bdaAFtPOP",1,147
12,2,324,205,@meakanshatiwari @deepigoyal @fssaiindia @zomatocare @ZomatoIN This really looks like a wire🙄,0,93
13,0,94,494,"@deepigoyal hello this is what your zomato, tomato is, bloody shady shit, order something, get something else, money blocked for 4-5 days nloddy thieves, shit cuatomer care, dont know how to speak @Zomato @zomatocare Thanks to you i will sleep with an empty stomach https://t.co/kzSqei16jU",1,289
14,2,324,205,"@zomatocare How many times do I need to give you the order Id. 
Its 1570281019.
But this is the kind of service zomato is known for :
https://t.co/iFrmLhZvsI",0,157
15,0,94,494,@zomatocare hello thieves??????,1,31
16,0,94,494,@zomatocare @Zomato @zomatocare hello???,1,40
17,0,94,494,"@zomatocare Check what i ordered and what i received, are you guys nuts??? https://t.co/JSoPNNMyGm",1,98
18,2,324,205,"@RoseQue06317932 I assume @ZomatoIN doesn't know what happened to other firms trying to loot common people. This is new India of @narendramodi ji. Now, I started to see the future of @ZomatoIN. @FinMinIndia should look how @ZomatoIN never reveals the tax distribution. 
@ZeeNews",0,278
20,0,94,494,"@zomatocare wrong order received your customer care not helping, what kind of service is this???",1,96
21,0,1897,3909,"@zomatocare @deepigoyal the fucking chat support Automatically selects answer to ""We're we helpful"" to yes... Like serious crap",0,127
22,0,1897,3909,"@zomatocare What will you do? Fake apologies, credits, that's it. This bullshit needs to STOP.",0,94
24,0,0,17,@zomatocare What you will do with this tell me,0,46
